Dataset;Name;Test Index;P.1;P.2;P.3;Cost;Accuracy;Nof.Feature;Time;Feature.Selection;MAB.rewards;MAB.visits
soybean-large-preprocessed;DPSO (MAB);3;1880;75%;;0.09247188194982729;0.9122157588577473;25;147.4812352657318;1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1;0,0,2,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1;3,4,21,11,10,11,2,10,2,11,6,11,11,5,11,11,4,11,3,4,1,10,3,2,10
soybean-large-preprocessed;DPSO (MAB);3;2500;100%;;0.09247188194982729;0.9122157588577473;25;195.0573194026947;1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1;0,0,2,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1;3,4,28,15,14,14,2,15,3,15,8,14,14,5,15,16,4,14,3,5,1,16,6,2,14
soybean-large-preprocessed;DPSO (MAB);4;620;25%;;0.09239521018812966;0.8955579058699101;23;49.96527814865112;1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0;1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,1,1,1;3,1,3,3,3,1,2,2,1,2,1,1,3,1,2,2,3,1,9,4,3,2,3,3,3
soybean-large-preprocessed;DPSO (MAB);4;1250;50%;;0.09239521018812966;0.8955579058699101;23;97.70552277565002;1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0;1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,1,1,1;8,1,8,8,8,3,2,2,1,2,2,1,7,1,4,4,4,2,22,4,7,3,7,7,7
soybean-large-preprocessed;DPSO (MAB);4;1880;75%;;0.09239521018812966;0.8955579058699101;23;144.67042469978333;1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0;1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,1,1,1;11,1,13,12,12,3,3,3,2,3,2,3,11,1,4,5,5,3,34,6,12,3,12,12,12
soybean-large-preprocessed;DPSO (MAB);4;2500;100%;;0.09185317618423247;0.9023268112109994;21;192.57918691635132;1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0;1,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,1,1,1;15,2,30,15,15,3,3,3,2,3,3,3,15,1,5,5,5,3,45,9,15,5,15,15,15
soybean-large-preprocessed;DPSO (MAB);5;620;25%;;0.10083066870467906;0.8957165520888418;30;51.893397092819214;1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1;0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0;1,1,1,5,1,2,11,6,2,6,1,1,1,1,1,1,1,1,1,1,2,6,1,6,1
soybean-large-preprocessed;DPSO (MAB);5;1250;50%;;0.09839438435849696;0.8957165520888418;32;102.8980302810669;1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1;0,0,0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0;1,1,1,12,2,2,36,12,2,12,1,1,1,3,1,2,2,1,1,1,4,12,1,12,1
soybean-large-preprocessed;DPSO (MAB);5;1880;75%;;0.09589916185536398;0.8957694341618192;27;153.0655975341797;1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0;0,0,0,1,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0;2,2,1,16,4,4,49,32,3,16,1,1,1,3,2,4,2,2,3,1,4,16,1,16,2
soybean-large-preprocessed;DPSO (MAB);5;2500;100%;;0.09589916185536398;0.8957694341618192;27;201.2625572681427;1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0;0,0,0,1,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0;2,2,1,22,4,4,65,44,3,22,2,3,2,4,2,5,3,3,3,2,4,22,1,22,3
soybean-large-preprocessed;DPSO (MAB);6;620;25%;;0.09579368747419295;0.8957694341618192;20;50.52116084098816;1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1;1,0,1,0,2,1,0,0,1,0,2,0,0,1,0,1,1,0,1,0,0,1,1,0,0;3,3,3,2,4,3,1,1,3,1,5,1,1,4,2,3,3,1,2,2,1,3,5,1,4
soybean-large-preprocessed;DPSO (MAB);6;1250;50%;;0.09131114218033508;0.8957694341618192;19;100.25189065933228;1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1;1,0,3,0,2,1,0,0,1,0,2,0,1,1,0,1,1,0,1,0,0,1,1,0,0;6,3,15,2,11,7,2,3,6,3,11,1,6,6,3,6,6,2,6,2,1,5,7,1,4
soybean-large-preprocessed;DPSO (MAB);6;1880;75%;;0.08882832160993318;0.8990481226864094;21;149.14055633544922;1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1;1,0,3,0,2,1,0,0,1,0,2,0,1,1,0,1,1,1,1,0,0,1,1,0,0;9,3,26,3,17,9,2,4,9,5,17,1,9,9,3,9,9,9,9,2,1,9,9,1,4
soybean-large-preprocessed;DPSO (MAB);6;2500;100%;;0.08882832160993318;0.8990481226864094;21;196.11936712265015;1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1;1,0,3,0,2,1,0,0,1,0,2,0,1,1,0,1,1,1,1,0,0,1,1,0,0;12,3,36,5,24,13,2,4,12,5,24,1,12,12,4,12,12,12,12,2,1,12,12,2,4
soybean-large-preprocessed;DPSO (MAB);7;620;25%;;0.09560221090529764;0.8632469592808037;32;52.62418484687805;0,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1;1,1,0,0,0,1,0,0,1,1,0,0,4,0,1,0,1,0,0,0,1,1,0,0,1;3,4,1,1,1,3,2,1,3,3,1,1,13,1,3,1,3,2,1,1,3,3,1,2,4
soybean-large-preprocessed;DPSO (MAB);7;1250;50%;;0.08533677187543019;0.8696985721840296;24;103.613037109375;0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0;1,1,0,0,0,1,0,0,1,2,0,1,4,0,2,0,1,0,0,0,2,1,0,0,1;6,5,2,2,1,6,3,1,5,11,1,5,21,3,11,2,6,4,1,2,11,6,2,2,6
soybean-large-preprocessed;DPSO (MAB);7;1880;75%;;0.08533677187543019;0.8696985721840296;24;152.01408672332764;0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0;1,1,0,0,0,1,0,0,1,2,0,1,4,0,2,0,1,0,0,0,2,1,0,0,1;9,9,2,2,1,9,3,2,9,17,1,9,34,3,17,2,9,5,1,4,17,9,3,2,9
soybean-large-preprocessed;DPSO (MAB);7;2500;100%;;0.08533677187543019;0.8696985721840296;24;199.8391740322113;0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0;1,1,0,0,0,1,0,0,1,2,0,1,4,0,2,0,1,0,0,0,2,1,0,0,1;12,12,3,2,2,12,3,2,13,23,2,12,46,3,24,3,12,6,1,4,23,12,3,3,12
soybean-large-preprocessed;DPSO (MAB);8;620;25%;;0.09740338879914236;0.8925436277102061;28;49.81225848197937;1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0;0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0;1,1,1,4,1,4,4,2,4,1,1,1,1,4,4,4,1,1,4,4,4,4,2,3,1
soybean-large-preprocessed;DPSO (MAB);8;1250;50%;;0.09740338879914236;0.8925436277102061;28;97.99563694000244;1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0;0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0;1,2,1,9,1,8,9,3,9,2,1,2,3,8,9,8,3,2,9,9,9,9,3,4,1
soybean-large-preprocessed;DPSO (MAB);8;1880;75%;;0.09740338879914236;0.8925436277102061;28;146.2255084514618;1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0;0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0;2,5,1,13,1,13,13,4,13,2,2,2,5,13,14,13,4,4,13,14,13,13,5,5,1
soybean-large-preprocessed;DPSO (MAB);8;2500;100%;;0.09740338879914236;0.8925436277102061;28;193.85638046264648;1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0;0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0;3,6,1,19,2,18,18,4,18,2,3,2,5,18,18,18,5,5,19,18,19,18,5,5,1
soybean-large-preprocessed;DPSO (MAB);9;620;25%;;0.09216252906702978;0.9186673717609729;23;50.89015078544617;1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1;1,0,2,0,0,0,1,0,0,1,2,2,0,0,0,1,0,1,0,1,0,1,0,1,1;3,2,5,1,1,1,3,2,1,4,5,5,1,1,2,2,2,3,1,3,2,4,1,3,4
soybean-large-preprocessed;DPSO (MAB);9;1250;50%;;0.08887485783415307;0.9251718667371762;21;100.59830451011658;1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1;1,0,2,0,0,0,3,0,0,1,2,2,0,0,0,1,0,1,0,1,0,1,0,1,1;6,3,11,1,2,4,17,3,3,6,11,11,1,1,2,6,3,6,1,6,2,6,1,6,6
soybean-large-preprocessed;DPSO (MAB);9;1880;75%;;0.08887485783415307;0.9251718667371762;21;148.41980266571045;1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1;1,0,2,0,0,0,3,0,0,1,2,2,0,0,0,1,0,1,0,1,0,1,0,1,1;9,6,17,1,2,4,25,3,3,9,17,17,3,2,4,9,4,9,3,9,2,10,2,9,9
soybean-large-preprocessed;DPSO (MAB);9;2500;100%;;0.08887485783415307;0.9251718667371762;21;195.50563263893127;1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1;1,0,2,0,0,0,3,0,0,1,2,2,0,0,0,1,0,1,0,1,0,1,0,1,1;12,6,23,3,2,4,35,5,4,12,23,24,4,4,5,12,5,12,3,12,2,12,2,12,12
soybean-large-preprocessed;DPSO (MAB);10;620;25%;;0.0898999876849966;0.889264939185616;18;49.713916540145874;1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0;0,0,1,2,0,0,0,0,0,1,0,2,0,0,0,0,1,2,0,1,1,0,1,3,0;2,1,3,5,2,1,1,1,1,3,1,6,1,1,2,2,3,5,2,3,3,1,3,8,1
soybean-large-preprocessed;DPSO (MAB);10;1250;50%;;0.0898999876849966;0.889264939185616;18;97.03401970863342;1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0;0,0,1,2,0,0,0,0,0,1,0,2,0,0,0,0,1,2,0,1,1,0,1,3,0;2,1,7,12,3,1,2,1,3,7,2,13,1,2,4,2,7,12,2,6,6,1,7,19,2
soybean-large-preprocessed;DPSO (MAB);10;1880;75%;;0.0898999876849966;0.889264939185616;18;143.52685689926147;1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0;0,0,1,2,0,0,0,0,0,1,0,2,0,0,0,0,1,2,0,1,1,0,1,3,0;3,2,10,20,3,1,2,3,3,10,2,20,1,2,7,2,11,20,3,10,10,1,11,29,2
soybean-large-preprocessed;DPSO (MAB);10;2500;100%;;0.0898999876849966;0.889264939185616;18;189.88687419891357;1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0;0,0,1,2,0,0,0,0,0,1,0,2,0,0,0,0,1,2,0,1,1,0,1,3,0;5,3,14,26,4,2,2,3,3,13,3,26,2,2,9,5,13,26,5,14,13,2,14,39,2
anneal-preprocessed;DPSO (MAB);1;620;25%;;0.06306640769515352;0.941069182389937;9;44.44664716720581;1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0;1,1,1,2,1,2,1,1,4,1,5,2,1,2,4,4,4,4,4,4,3,4,1,2,3
anneal-preprocessed;DPSO (MAB);1;1250;50%;;0.06306640769515352;0.941069182389937;9;84.41471290588379;1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0;2,3,1,3,1,2,2,1,10,1,9,3,1,2,9,10,9,10,10,10,9,9,2,2,4
anneal-preprocessed;DPSO (MAB);1;1880;75%;;0.06306640769515352;0.941069182389937;9;125.80076670646667;1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0;3,4,2,4,1,3,4,1,14,1,15,3,2,2,14,14,14,14,15,15,15,15,3,3,7
anneal-preprocessed;DPSO (MAB);1;2500;100%;;0.06306640769515352;0.941069182389937;9;171.72595882415771;1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0;4,5,2,4,3,3,4,1,20,3,20,3,2,2,20,19,20,20,20,20,20,20,4,4,7
anneal-preprocessed;DPSO (MAB);2;620;25%;;0.05975948945615976;0.9410691823899372;9;44.97382426261902;1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0;0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1;3,4,3,1,1,4,1,1,1,1,5,1,2,1,1,1,4,1,4,5,5,1,5,2,4
anneal-preprocessed;DPSO (MAB);2;1250;50%;;0.05975948945615976;0.9410691823899372;9;85.28109884262085;1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0;0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1;3,10,3,1,1,10,2,1,2,3,10,2,2,1,2,2,10,3,10,11,10,2,10,3,11
