Dataset;Name;Test Index;P.1;P.2;P.3;Cost;Accuracy;Nof.Feature;Time;Feature.Selection;MAB.rewards;MAB.visits
soybean-large-preprocessed;DPSO (Random Search);1;2.327636771213017;2.3063066497911158;;0.11994332200835964;0.9021681649920676;26;8.795979261398315;1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0;;
soybean-large-preprocessed;DPSO (Random Search);2;2.327636771213017;2.3063066497911158;;0.12471748658026843;0.872871496562665;34;8.88205599784851;1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0;;
soybean-large-preprocessed;DPSO (Random Search);3;2.327636771213017;2.3063066497911158;;0.11280821193396254;0.898995240613432;25;8.76999044418335;1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0;;
soybean-large-preprocessed;DPSO (Random Search);4;2.327636771213017;2.3063066497911158;;0.12214159356142643;0.9056054997355897;36;8.930325031280518;1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0;;
soybean-large-preprocessed;DPSO (Random Search);5;2.327636771213017;2.3063066497911158;;0.10739360923770132;0.8761501850872554;27;8.679409742355347;1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1;;
soybean-large-preprocessed;DPSO (Random Search);6;2.327636771213017;2.3063066497911158;;0.11929048195127606;0.8828662083553673;29;8.833569288253784;0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1;;
soybean-large-preprocessed;DPSO (Random Search);7;2.327636771213017;2.3063066497911158;;0.12133674289895163;0.9054468535166578;32;8.993213176727295;1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1;;
soybean-large-preprocessed;DPSO (Random Search);8;2.327636771213017;2.3063066497911158;;0.1271196366349616;0.8857747223691168;39;8.921741724014282;1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0;;
soybean-large-preprocessed;DPSO (Random Search);9;2.327636771213017;2.3063066497911158;;0.11077435291901792;0.908937070333157;29;8.727852582931519;1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1;;
soybean-large-preprocessed;DPSO (Random Search);10;2.327636771213017;2.3063066497911158;;0.12093431756771442;0.9023796932839767;30;8.884084939956665;1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1;;
soybean-large-preprocessed;DPSO (Random Search);1;1.784048275520075;2.1451764550087784;;0.11635869982541676;0.8890005288207299;29;8.812614917755127;1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0;;
soybean-large-preprocessed;DPSO (Random Search);2;1.784048275520075;2.1451764550087784;;0.10716092811660145;0.9250661025912216;27;8.929173469543457;1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0;;
soybean-large-preprocessed;DPSO (Random Search);3;1.784048275520075;2.1451764550087784;;0.11609588316683925;0.873030142781597;27;8.71575927734375;1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1;;
soybean-large-preprocessed;DPSO (Random Search);4;1.784048275520075;2.1451764550087784;;0.13585604485558855;0.8923849814912744;32;8.89649248123169;1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0;;
soybean-large-preprocessed;DPSO (Random Search);5;1.784048275520075;2.1451764550087784;;0.1176931825590577;0.9056583818085668;28;8.740090370178223;1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0;;
